National Instruments VirtualBench-Scope 2.1.1 Report
Date Created:	10/26/99	2:47:09 PM

USER NAME:	200gB
0.136000	6.418494
0.136500	6.419734
0.137000	6.421594
0.137500	6.427794
0.138000	6.435853
0.138500	6.443913
0.139000	6.456932
0.139500	6.474291
0.140000	6.485450
0.140500	6.496609
0.141000	6.507769
0.141500	6.522648
0.142000	6.539387
0.142500	6.548067
0.143000	6.560466
0.143500	6.569145
0.144000	6.572865
0.144500	6.568525
0.145000	6.571005
0.145500	6.569765
0.146000	6.556126
0.146500	6.545587
0.147000	6.533807
0.147500	6.520788
0.148000	6.507149
0.148500	6.486070
0.149000	6.468091
0.149500	6.455072
0.150000	6.438952
0.150500	6.422833
0.151000	6.407334
0.151500	6.394935
0.152000	6.378196
0.152500	6.361457
0.153000	6.344098
0.153500	6.332319
0.154000	6.314960
0.154500	6.298841
0.155000	6.285202
0.155500	6.272182
0.156000	6.259783
0.156500	6.251103
0.157000	6.231884
0.157500	6.217005
0.158000	6.208946
0.158500	6.203986
0.159000	6.197786
0.159500	6.187247
0.160000	6.179808
0.160500	6.175467
0.161000	6.164309
0.161500	6.153769
0.162000	6.155009
0.162500	6.153769
0.163000	6.148189
0.163500	6.140749
0.164000	6.146949
0.164500	6.149429
0.165000	6.153149
0.165500	6.158729
0.166000	6.163068
0.166500	6.175467
0.167000	6.190347
0.167500	6.204606
0.168000	6.218865
0.168500	6.239944
0.169000	6.256063
0.169500	6.274662
0.170000	6.294501
0.170500	6.311860
0.171000	6.333559
0.171500	6.352158
0.172000	6.372616
0.172500	6.390595
0.173000	6.409194
0.173500	6.420974
0.174000	6.437713
0.174500	6.448872
0.175000	6.464371
0.175500	6.468711
0.176000	6.476151
0.176500	6.487930
0.177000	6.489170
0.177500	6.487930
0.178000	6.489170
0.178500	6.484210
0.179000	6.478011
0.179500	6.476770
0.180000	6.465611
0.180500	6.458171
0.181000	6.450732
0.181500	6.444532
0.182000	6.435853
0.182500	6.425933
0.183000	6.417254
0.183500	6.416014
0.184000	6.412914
0.184500	6.408575
0.185000	6.411674
0.185500	6.412294
0.186000	6.409814
0.186500	6.416014
0.187000	6.422214
0.187500	6.429033
0.188000	6.435853
0.188500	6.447012
0.189000	6.454452
0.189500	6.462512
0.190000	6.466851
0.190500	6.476770
0.191000	6.486690
0.191500	6.495369
0.192000	6.503429
0.192500	6.509009
0.193000	6.516448
0.193500	6.519548
0.194000	6.518928
0.194500	6.516448
0.195000	6.511488
0.195500	6.504669
0.196000	6.495989
0.196500	6.482970
0.197000	6.469331
0.197500	6.453212
0.198000	6.438333
0.198500	6.412914
0.199000	6.395555
0.199500	6.371996
0.200000	6.357737
0.200500	6.335419
0.201000	6.314340
0.201500	6.296981
0.202000	6.279002
0.202500	6.256063
0.203000	6.242424
0.203500	6.228785
0.204000	6.216385
0.204500	6.202746
0.205000	6.190967
0.205500	6.182907
0.206000	6.176088
0.206500	6.172368
0.207000	6.167408
0.207500	6.163068
0.208000	6.159348
0.208500	6.167408
0.209000	6.170508
0.209500	6.172988
0.210000	6.182287
0.210500	6.191587
0.211000	6.203986
0.211500	6.215146
0.212000	6.227545
0.212500	6.241804
0.213000	6.254203
0.213500	6.266603
0.214000	6.280241
0.214500	6.292641
0.215000	6.304420
0.215500	6.317440
0.216000	6.327979
0.216500	6.337898
0.217000	6.352777
0.217500	6.363317
0.218000	6.373857
0.218500	6.381916
0.219000	6.388115
0.219500	6.402995
0.220000	6.411054
0.220500	6.411054
0.221000	6.420974
0.221500	6.430273
0.222000	6.435853
0.222500	6.440193
0.223000	6.450112
0.223500	6.453212
0.224000	6.454452
0.224500	6.456932
0.225000	6.463131
0.225500	6.460032
0.226000	6.463751
0.226500	6.469951
0.227000	6.468711
0.227500	6.471811
0.228000	6.476151
0.228500	6.476151
0.229000	6.479250
0.229500	6.479870
0.230000	6.481730
0.230500	6.479250
0.231000	6.470571
0.231500	6.473051
0.232000	6.461271
0.232500	6.455692
0.233000	6.456312
0.233500	6.445152
0.234000	6.445772
0.234500	6.443293
0.235000	6.437093
0.235500	6.433373
0.236000	6.430893
0.236500	6.431513
0.237000	6.429033
0.237500	6.425933
0.238000	6.432133
0.238500	6.429033
0.239000	6.432133
0.239500	6.437093
0.240000	6.435853
0.240500	6.441432
0.241000	6.443913
0.241500	6.447632
0.242000	6.448872
0.242500	6.442672
0.243000	6.453212
0.243500	6.450112
0.244000	6.445152
0.244500	6.443293
0.245000	6.437713
0.245500	6.443293
0.246000	6.428413
0.246500	6.424694
0.247000	6.418494
0.247500	6.415394
0.248000	6.413534
0.248500	6.393695
0.249000	6.388735
0.249500	6.382536
0.250000	6.373857
0.250500	6.367657
0.251000	6.356497
0.251500	6.354638
0.252000	6.344098
0.252500	6.336658
0.253000	6.329839
0.253500	6.321159
0.254000	6.318679
0.254500	6.308760
0.255000	6.307520
0.255500	6.301321
0.256000	6.303180
0.256500	6.300701
0.257000	6.295741
0.257500	6.296361
0.258000	6.295121
0.258500	6.296361
0.259000	6.298841
0.259500	6.301321
0.260000	6.301940
0.260500	6.306280
0.261000	6.306280
0.261500	6.306900
0.262000	6.310620
0.262500	6.313100
0.263000	6.317440
0.263500	6.319920
0.264000	6.323639
0.264500	6.324879
0.265000	6.324259
0.265500	6.324879
0.266000	6.324259
0.266500	6.322399
0.267000	6.325499
0.267500	6.327359
0.268000	6.327359
0.268500	6.327979
0.269000	6.328599
0.269500	6.329839
0.270000	6.324879
0.270500	6.329839
0.271000	6.331079
0.271500	6.334178
0.272000	6.332939
0.272500	6.337898
0.273000	6.338519
0.273500	6.336039
0.274000	6.337898
0.274500	6.344098
0.275000	6.345338
0.275500	6.342858
0.276000	6.345338
0.276500	6.353397
0.277000	6.354018
0.277500	6.354638
0.278000	6.355258
0.278500	6.363937
0.279000	6.368277
0.279500	6.374476
0.280000	6.378816
0.280500	6.386876
0.281000	6.391215
0.281500	6.397415
0.282000	6.396795
0.282500	6.402375
0.283000	6.405475
0.283500	6.411054
0.284000	6.418494
0.284500	6.425933
0.285000	6.433993
0.285500	6.437093
0.286000	6.443913
0.286500	6.450112
0.287000	6.453212
0.287500	6.456932
0.288000	6.459412
0.288500	6.456932
0.289000	6.451972
0.289500	6.452592
0.290000	6.449492
0.290500	6.447012
0.291000	6.443293
0.291500	6.441432
0.292000	6.438952
0.292500	6.433373
0.293000	6.431513
0.293500	6.430893
0.294000	6.433373
0.294500	6.429033
0.295000	6.427173
0.295500	6.434613
0.296000	6.428413
0.296500	6.426553
0.297000	6.428413
0.297500	6.430893
0.298000	6.432133
0.298500	6.429033
0.299000	6.420974
0.299500	6.416014
0.300000	6.412294
0.300500	6.409194
0.301000	6.402995
0.301500	6.399895
0.302000	6.394315
0.302500	6.385636
0.303000	6.374476
0.303500	6.366417
0.304000	6.358357
0.304500	6.349058
0.305000	6.344718
0.305500	6.336039
0.306000	6.329219
0.306500	6.323639
0.307000	6.311860
0.307500	6.301321
0.308000	6.294501
0.308500	6.292641
0.309000	6.285202
0.309500	6.280862
0.310000	6.282102
0.310500	6.283961
0.311000	6.285821
0.311500	6.290161
0.312000	6.298841
0.312500	6.308760
0.313000	6.311860
0.313500	6.318679
0.314000	6.327359
0.314500	6.338519
0.315000	6.337898
0.315500	6.349678
0.316000	6.354638
0.316500	6.355877
0.317000	6.356497
0.317500	6.355877
0.318000	6.356497
0.318500	6.358977
0.319000	6.358357
0.319500	6.356497
0.320000	6.355258
0.320500	6.346578
0.321000	6.345338
0.321500	6.340998
0.322000	6.334799
0.322500	6.326739
0.323000	6.321779
0.323500	6.303180
0.324000	6.364557
0.324500	6.574105
0.325000	6.876028
0.325500	7.290164
0.326000	7.662763
0.326500	8.015523
0.327000	8.292647
0.327500	8.535673
0.328000	8.879133
0.328500	9.378205
0.329000	9.934934
0.329500	10.265994
0.330000	10.722908
0.330500	11.251739
0.331000	11.730350
0.331500	12.216403
0.332000	12.436490
0.332500	12.437111
0.333000	12.318697
0.333500	12.191605
0.334000	12.080631
0.334500	11.934939
0.335000	11.764449
0.335500	11.483604
0.336000	11.142004
0.336500	10.814043
0.337000	10.754526
0.337500	10.830782
0.338000	10.773126
0.338500	10.788625
0.339000	10.845661
0.339500	10.727868
0.340000	10.980193
0.340500	11.258557
0.341000	11.493525
0.341500	11.536922
0.342000	11.587759
0.342500	11.722291
0.343000	11.977716
0.343500	12.424711
0.344000	12.791730
0.344500	13.187887
0.345000	13.259184
0.345500	13.258564
0.346000	13.257943
0.346500	13.257943
0.347000	13.257323
0.347500	13.256703
0.348000	13.256703
0.348500	13.256703
0.349000	13.256703
0.349500	13.256703
0.350000	13.256703
0.350500	13.257323
0.351000	13.257323
0.351500	13.015537
0.352000	12.553043
0.352500	12.019255
0.353000	11.465006
0.353500	10.845661
0.354000	10.217017
0.354500	9.522037
0.355000	8.810937
0.355500	8.039701
0.356000	7.268466
0.356500	6.520168
0.357000	5.711734
0.357500	4.933059
0.358000	4.146324
0.358500	3.336650
0.359000	2.530696
0.359500	1.776199
0.360000	1.014262
0.360500	0.277124
0.361000	-0.376319
0.361500	-0.961565
0.362000	-1.451337
0.362500	-1.859274
0.363000	-2.198395
0.363500	-2.465599
0.364000	-2.649109
0.364500	-2.763182
0.365000	-2.823939
0.365500	-2.801620
0.366000	-2.703666
0.366500	-2.545575
0.367000	-2.332307
0.367500	-2.066342
0.368000	-1.775579
0.368500	-1.430258
0.369000	-1.057040
0.369500	-0.648483
0.370000	-0.215748
0.370500	0.239926
0.371000	0.724739
0.371500	1.216371
0.372000	1.732181
0.372500	2.248612
0.373000	2.762562
0.373500	3.243035
0.374000	3.706769
0.374500	4.145703
0.375000	4.546821
0.375500	4.892141
0.376000	5.192824
0.376500	5.475528
0.377000	5.712354
0.377500	5.925002
0.378000	6.146949
0.378500	6.425313
0.379000	6.739635
0.379500	7.078756
0.380000	7.380679
0.380500	7.619365
0.381000	7.791096
0.381500	7.953526
0.382000	8.053341
0.382500	8.140756
0.383000	8.181673
0.383500	8.197172
0.384000	8.214531
0.384500	8.218251
0.385000	8.217631
0.385500	8.163074
0.386000	8.079379
0.386500	8.045281
0.387000	8.021102
0.387500	7.983284
0.388000	7.960346
0.388500	7.969025
0.389000	7.997544
0.389500	8.044041
0.390000	8.112857
0.390500	8.213291
0.391000	8.336664
0.391500	8.495376
0.392000	8.681365
0.392500	8.892773
0.393000	9.138279
0.393500	9.383164
0.394000	9.659669
0.394500	9.984530
0.395000	10.321171
0.395500	10.647272
0.396000	10.955395
0.396500	11.251739
0.397000	11.499724
0.397500	11.705552
0.398000	11.883482
0.398500	12.023594
0.399000	12.103569
0.399500	12.132708
0.400000	12.109769
0.400500	12.022354
0.401000	11.894021
0.401500	11.719192
0.402000	11.491664
0.402500	11.212680
0.403000	10.916957
0.403500	10.588996
0.404000	10.231896
0.404500	9.841318
0.405000	9.454460
0.405500	9.035364
0.406000	8.592090
0.406500	8.135176
0.407000	7.680742
0.407500	7.280865
0.408000	6.915706
0.408500	6.612543
0.409000	6.332319
0.409500	6.093012
0.410000	5.863006
0.410500	5.641678
0.411000	5.427790
0.411500	5.222582
0.412000	5.020473
0.412500	4.867342
0.413000	4.719791
0.413500	4.561700
0.414000	4.419728
0.414500	4.285195
0.415000	4.138264
0.415500	4.011171
0.416000	3.903297
0.416500	3.813402
0.417000	3.758226
0.417500	3.725987
0.418000	3.716688
0.418500	3.716068
0.419000	3.733427
0.419500	3.771865
0.420000	3.830142
0.420500	3.896478
0.421000	3.973353
0.421500	4.069448
0.422000	4.156863
0.422500	4.249238
0.423000	4.355251
0.423500	4.462505
0.424000	4.571619
0.424500	4.686313
0.425000	4.818985
0.425500	4.936779
0.426000	5.025433
0.426500	5.090529
0.427000	5.161826
0.427500	5.221342
0.428000	5.267220
0.428500	5.313097
0.429000	5.354014
0.429500	5.400512
0.430000	5.429650
0.430500	5.476148
0.431000	5.516445
0.431500	5.553023
0.432000	5.582161
0.432500	5.621839
0.433000	5.672677
0.433500	5.732813
0.434000	5.796669
0.434500	5.858046
0.435000	5.931201
0.435500	6.023576
0.436000	6.119671
0.436500	6.227545
0.437000	6.350298
0.437500	6.494130
0.438000	6.642921
0.438500	6.812791
0.439000	6.993821
0.439500	7.177950
0.440000	7.354021
0.440500	7.544350
0.441000	7.729099
0.441500	7.912609
0.442000	8.099218
0.442500	8.283967
0.443000	8.470576
0.443500	8.662146
0.444000	8.862394
0.444500	9.053344
0.445000	9.234373
0.445500	9.406103
0.446000	9.566054
0.446500	9.716705
0.447000	9.853098
0.447500	9.978951
0.448000	10.099844
0.448500	10.204618
0.449000	10.295753
0.449500	10.376348
0.450000	10.442064
0.450500	10.488562
0.451000	10.500341
0.451500	10.486082
0.452000	10.439585
0.452500	10.366428
0.453000	10.261035
0.453500	10.127742
0.454000	9.969031
0.454500	9.783042
0.455000	9.572874
0.455500	9.337907
0.456000	9.091782
0.456500	8.819617
0.457000	8.534433
0.457500	8.251729
0.458000	7.961586
0.458500	7.667103
0.459000	7.374479
0.459500	7.089915
0.460000	6.809691
0.460500	6.532568
0.461000	6.267222
0.461500	6.013037
0.462000	5.768151
0.462500	5.541864
0.463000	5.337276
0.463500	5.155006
0.464000	4.991335
0.464500	4.845644
0.465000	4.720411
0.465500	4.623076
0.466000	4.529461
0.466500	4.458166
0.467000	4.407329
0.467500	4.370750
0.468000	4.354631
0.468500	4.355251
0.469000	4.373230
0.469500	4.396789
0.470000	4.429028
0.470500	4.471805
0.471000	4.528222
0.471500	4.592078
0.472000	4.666474
0.472500	4.749549
0.473000	4.834484
0.473500	4.915080
0.474000	5.006835
0.474500	5.097349
0.475000	5.181045
0.475500	5.256060
0.476000	5.332316
0.476500	5.409811
0.477000	5.478627
0.477500	5.538144
0.478000	5.595801
0.478500	5.646638
0.479000	5.687555
0.479500	5.718554
0.480000	5.747692
0.480500	5.778070
0.481000	5.799769
0.481500	5.812788
0.482000	5.820848
0.482500	5.832007
0.483000	5.835727
0.483500	5.843787
0.484000	5.859286
0.484500	5.881605
0.485000	5.897104
0.485500	5.922522
0.486000	5.962820
0.486500	6.014277
0.487000	6.068834
0.487500	6.140130
0.488000	6.228165
0.488500	6.319300
0.489000	6.422214
0.489500	6.546826
0.490000	6.684459
0.490500	6.831390
0.491000	6.984521
0.491500	7.151292
0.492000	7.336661
0.492500	7.524511
0.493000	7.712980
0.493500	7.900209
0.494000	8.094878
0.494500	8.292027
0.495000	8.482356
0.495500	8.674545
0.496000	8.846275
0.496500	9.006846
0.497000	9.141378
0.497500	9.270331
0.498000	9.378205
0.498500	9.466860
0.499000	9.535676
0.499500	9.582793
0.500000	9.615651
0.500500	9.631150
0.501000	9.617512
0.501500	9.587753
0.502000	9.542496
0.502500	9.483599
0.503000	9.398664
0.503500	9.295750
0.504000	9.188496
0.504500	9.070083
0.505000	8.936790
0.505500	8.790479
0.506000	8.637347
0.506500	8.475536
0.507000	8.298846
0.507500	8.121536
0.508000	7.938647
0.508500	7.755137
0.509000	7.563569
0.509500	7.368900
0.510000	7.177950
0.510500	6.991341
0.511000	6.805972
0.511500	6.629282
0.512000	6.467471
0.512500	6.315580
0.513000	6.176088
0.513500	6.040936
0.514000	5.921282
0.514500	5.812788
0.515000	5.709874
0.515500	5.616879
0.516000	5.533804
0.516500	5.461888
0.517000	5.396172
0.517500	5.337276
0.518000	5.286438
0.518500	5.249860
0.519000	5.212663
0.519500	5.186004
0.520000	5.158726
0.520500	5.138887
0.521000	5.125247
0.521500	5.117188
0.522000	5.109128
0.522500	5.115948
0.523000	5.133307
0.523500	5.142607
0.524000	5.161826
0.524500	5.188484
0.525000	5.225062
0.525500	5.260400
0.526000	5.293258
0.526500	5.327356
0.527000	5.357114
0.527500	5.385013
0.528000	5.415391
0.528500	5.445149
0.529000	5.477387
0.529500	5.517685
0.530000	5.546824
0.530500	5.572862
0.531000	5.615640
0.531500	5.661517
0.532000	5.699335
0.532500	5.747072
0.533000	5.803489
0.533500	5.864865
0.534000	5.926242
0.534500	5.993198
0.535000	6.060154
0.535500	6.135790
0.536000	6.207706
0.536500	6.284582
0.537000	6.362697
0.537500	6.448252
0.538000	6.533187
0.538500	6.627422
0.539000	6.727856
0.539500	6.832630
0.540000	6.933684
0.540500	7.052098
0.541000	7.169271
0.541500	7.300704
0.542000	7.431516
0.542500	7.559229
0.543000	7.690041
0.543500	7.823334
0.544000	7.941127
0.544500	8.053961
0.545000	8.169894
0.545500	8.276527
0.546000	8.376962
0.546500	8.458178
0.547000	8.518934
0.547500	8.569151
0.548000	8.623088
0.548500	8.664005
0.549000	8.684464
0.549500	8.703684
0.550000	8.714843
0.550500	8.712983
0.551000	8.688185
0.551500	8.657187
0.552000	8.621228
0.552500	8.567291
0.553000	8.518934
0.553500	8.445778
0.554000	8.372003
0.554500	8.296367
0.555000	8.203992
0.555500	8.108518
0.556000	8.014283
0.556500	7.911989
0.557000	7.811554
0.557500	7.710500
0.558000	7.600146
0.558500	7.495992
0.559000	7.395558
0.559500	7.290164
0.560000	7.186630
0.560500	7.088675
0.561000	6.998781
0.561500	6.901446
0.562000	6.802252
0.562500	6.716697
0.563000	6.640441
0.563500	6.556126
0.564000	6.478631
0.564500	6.404855
0.565000	6.332319
0.565500	6.265363
0.566000	6.197166
0.566500	6.145090
0.567000	6.097972
0.567500	6.058914
0.568000	6.018617
0.568500	5.983279
0.569000	5.952900
0.569500	5.927482
0.570000	5.910743
0.570500	5.888424
0.571000	5.877885
0.571500	5.869825
0.572000	5.863006
0.572500	5.857426
0.573000	5.845026
0.573500	5.836347
0.574000	5.833247
0.574500	5.828288
0.575000	5.827668
0.575500	5.839447
0.576000	5.849366
0.576500	5.859286
0.577000	5.863006
0.577500	5.874785
0.578000	5.891524
0.578500	5.904543
0.579000	5.909503
0.579500	5.929342
0.580000	5.934921
0.580500	5.942361
0.581000	5.942981
0.581500	5.942981
0.582000	5.939261
0.582500	5.941741
0.583000	5.941121
0.583500	5.940501
0.584000	5.946701
0.584500	5.959100
0.585000	5.976459
0.585500	5.993198
0.586000	6.016137
0.586500	6.047755
0.587000	6.087433
0.587500	6.130830
0.588000	6.179187
0.588500	6.238704
0.589000	6.303180
0.589500	6.370757
0.590000	6.435853
0.590500	6.513349
0.591000	6.601383
0.591500	6.690658
0.592000	6.779313
0.592500	6.871688
0.593000	6.967163
0.593500	7.062637
0.594000	7.156252
0.594500	7.249247
0.595000	7.343481
0.595500	7.443295
0.596000	7.533190
0.596500	7.621225
0.597000	7.702441
0.597500	7.784276
0.598000	7.864872
0.598500	7.929967
0.599000	7.993824
0.599500	8.055820
0.600000	8.111617
0.600500	8.155015
0.601000	8.189113
0.601500	8.218251
0.602000	8.237470
0.602500	8.251729
0.603000	8.254829
0.603500	8.246770
0.604000	8.235610
0.604500	8.218251
0.605000	8.189113
0.605500	8.149435
0.606000	8.102938
0.606500	8.050860
0.607000	7.989484
0.607500	7.921908
0.608000	7.849372
0.608500	7.775597
0.609000	7.698101
0.609500	7.611926
0.610000	7.522031
0.610500	7.430896
0.611000	7.336041
0.611500	7.241807
0.612000	7.143232
0.612500	7.046518
0.613000	6.951044
0.613500	6.858049
0.614000	6.762574
0.614500	6.664620
0.615000	6.571005
0.615500	6.484830
0.616000	6.402995
0.616500	6.319920
0.617000	6.243664
0.617500	6.175467
0.618000	6.114091
0.618500	6.053955
0.619000	5.999398
0.619500	5.946701
0.620000	5.905163
0.620500	5.866725
0.621000	5.833247
0.621500	5.804729
0.622000	5.782410
0.622500	5.766911
0.623000	5.751412
0.623500	5.737153
0.624000	5.728473
0.624500	5.726614
0.625000	5.727233
0.625500	5.730953
0.626000	5.738393
0.626500	5.752032
0.627000	5.770631
0.627500	5.788610
0.628000	5.808449
0.628500	5.834487
0.629000	5.863006
0.629500	5.900823
0.630000	5.928722
0.630500	5.964060
0.631000	6.001878
0.631500	6.042795
0.632000	6.079993
0.632500	6.122151
0.633000	6.168648
0.633500	6.215146
0.634000	6.265983
0.634500	6.313100
0.635000	6.363937
0.635500	6.416014
0.636000	6.469331
0.636500	6.523268
0.637000	6.577825
0.637500	6.633002
0.638000	6.688798
0.638500	6.748935
0.639000	6.812791
0.639500	6.873548
0.640000	6.929345
0.640500	6.994441
0.641000	7.063257
0.641500	7.128353
0.642000	7.192830
0.642500	7.250486
0.643000	7.317442
0.643500	7.379439
0.644000	7.432756
0.644500	7.484213
0.645000	7.536910
0.645500	7.587747
0.646000	7.628045
0.646500	7.665243
0.647000	7.693761
0.647500	7.720419
0.648000	7.745838
0.648500	7.758237
0.649000	7.773117
0.649500	7.777456
0.650000	7.783656
0.650500	7.781796
0.651000	7.776836
0.651500	7.766917
0.652000	7.749558
0.652500	7.733439
0.653000	7.712360
0.653500	7.685081
0.654000	7.651604
0.654500	7.621845
0.655000	7.586507
0.655500	7.548069
0.656000	7.505292
0.656500	7.457554
0.657000	7.411677
0.657500	7.365180
0.658000	7.315583
0.658500	7.264746
0.659000	7.217008
0.659500	7.171751
0.660000	7.124633
0.660500	7.076896
0.661000	7.022959
0.661500	6.978942
0.662000	6.937404
0.662500	6.889047
0.663000	6.848749
0.663500	6.801012
0.664000	6.765054
0.664500	6.722277
0.665000	6.679499
0.665500	6.641061
0.666000	6.601383
0.666500	6.567905
0.667000	6.538147
0.667500	6.507769
0.668000	6.478631
0.668500	6.453212
0.669000	6.428413
0.669500	6.409194
0.670000	6.390595
0.670500	6.367037
0.671000	6.351538
0.671500	6.336658
0.672000	6.325499
0.672500	6.310620
0.673000	6.296981
0.673500	6.283341
0.674000	6.276522
0.674500	6.261643
0.675000	6.253583
0.675500	6.245523
0.676000	6.238084
0.676500	6.232504
0.677000	6.226305
0.677500	6.217005
0.678000	6.213905
0.678500	6.207086
0.679000	6.206466
0.679500	6.207706
0.680000	6.202746
0.680500	6.201506
0.681000	6.199646
0.681500	6.205226
0.682000	6.203986
0.682500	6.203986
0.683000	6.210806
0.683500	6.218865
0.684000	6.231265
0.684500	6.244284
0.685000	6.259163
0.685500	6.278382
0.686000	6.301321
0.686500	6.329839
0.687000	6.357737
0.687500	6.391215
0.688000	6.426553
0.688500	6.463751
